s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
10764	PL37236	21779520	chrom14	10762	L_var_19802	15368971	chr12	9167	NA	600	609	570	0	0	S
10765	PL36139	21780077	chrom14	10763	L_var_19801	15356426	chr12	9166	I	600	609	570	0	0	S
10766	PL36803	21825262	chrom14	10764	L_var_19800	15300896	chr12	9165	NA	600	609	570	0	0	S
10767	PL36436	21832850	chrom14	10765	L_var_19799	15283581	chr12	9164	I	600	609	570	0	0	S
10768	PL36817	21848036	chrom14	10766	L_var_19798	15274438	chr12	9163	I	600	609	570	0	0	S
10769	PL35982	21875232	chrom14	10767	L_var_19797	15230429	chr12	9162	I	600	609	570	0	0	S
10770	PL36914	21902801	chrom14	10768	L_var_19796	15213768	chr12	9161	N	600	609	570	0	0	S
10771	PL36729	21917696	chrom14	10769	L_var_19795	15191548	chr12	9160	O1	600	609	570	0	0	S
10772	PL35952	21949784	chrom14	10770	L_var_19793	15159718	chr12	9159	NA	600	609	570	0	0	S
10773	PL36790	21963615	chrom14	10771	L_var_20181	29476671	chr12	9381	I	600	609	570	0	0	S
10774	PL36063	22016091	chrom14	10772	L_var_20180	29412069	chr12	9380	NA	600	609	570	0	0	S
10775	PL35994	22192695	chrom14	10773	L_var_20176	29380472	chr12	9379	NA	600	609	570	0	0	S
10776	PL36543	22266796	chrom14	10774	L_var_20170	29287640	chr12	9378	O1	600	609	570	0	0	S
10777	PL37326	22293825	chrom14	10775	L_var_20169	29236001	chr12	9377	NA	600	609	570	0	0	S
10778	PL36251	22346516	chrom14	10776	L_var_20168	29182516	chr12	9376	NA	600	609	570	0	0	S
10779	PL36450	22398029	chrom14	10777	L_var_20167	29162934	chr12	9375	I	600	609	570	0	0	S
10780	PL37287	22481753	chrom14	10778	L_var_20166	29089611	chr12	9374	I	600	609	570	0	0	S
10781	PL36591	22521846	chrom14	10779	L_var_20165	28962745	chr12	9373	I	600	609	570	0	0	S
10782	PL36385	22688093	chrom14	10780	L_var_20156	28777634	chr12	9371	NA	600	609	570	0	0	S
10783	PL36554	22732084	chrom14	10781	L_var_20150	28701023	chr12	9369	NA	600	609	570	0	0	S
10784	PL36947	22772336	chrom14	10782	L_var_20146	28585309	chr12	9368	I	600	609	570	0	0	S
10785	PL35986	22868464	chrom14	10783	L_var_20145	28522882	chr12	9367	I	600	609	570	0	0	S
10786	PL37251	22870788	chrom14	10784	L_var_20144	28510347	chr12	9366	B1	600	609	570	0	0	S
10787	PL36088	22946578	chrom14	10785	L_var_20143	28465509	chr12	9365	G	600	609	570	0	0	S
10788	PL36580	23086072	chrom14	10786	L_var_20107	27310771	chr12	9344	I	600	609	570	0	0	S
10789	PL37096	23172247	chrom14	10787	L_var_20102	27202519	chr12	9341	NA	600	609	570	0	0	S
10790	PL36349	23203855	chrom14	10788	L_var_20103	27248412	chr12	9342	I	600	609	570	0	0	S
10791	PL36343	23582526	chrom14	10789	L_var_20105	27272008	chr12	9343	NA	600	609	570	0	0	S
10792	PL37161	23667833	chrom14	10790	L_var_19403	3053097	chr12	8950	I	600	609	570	0	0	S
10793	PL37247	23703725	chrom14	10791	L_var_19404	3094859	chr12	8951	I	600	609	570	0	0	S
10794	PL37342	23726289	chrom14	10792	L_var_20262	32112262	chr12	9447	I	600	609	570	0	0	S
10795	PL37417	23921956	chrom14	10793	L_var_19786	14932570	chr12	9153	NA	600	609	570	0	0	S
10796	PL37390	23965079	chrom14	10794	L_var_19785	14886429	chr12	9152	NA	600	609	570	0	0	S
10797	PL37346	24071490	chrom14	10795	L_var_19937	20735850	chr12	9237	I	600	609	570	0	0	S
10798	PL36135	24087069	chrom14	10796	L_var_19933	20618127	chr12	9234	NA	600	609	570	0	0	S
10799	PL37483	24098764	chrom14	10797	L_var_19935	20666567	chr12	9235	I	600	609	570	0	0	S
10800	PL35969	24191997	chrom14	10798	L_var_19936	20731364	chr12	9236	I	600	609	570	0	0	S
10801	PL36876	24234607	chrom14	10799	L_var_19938	20763105	chr12	9238	I	600	609	570	0	0	S
10802	PL36451	24236165	chrom14	10800	L_var_19939	20770209	chr12	9239	I	600	609	570	0	0	S
10803	PL36713	24318500	chrom14	10801	L_var_19940	20827600	chr12	9240	NA	600	609	570	0	0	S
10804	PL37057	24349313	chrom14	10802	L_var_19941	20858857	chr12	9241	NA	600	609	570	0	0	S
10805	PL37358	24385840	chrom14	10803	L_var_19942	20899914	chr12	9242	I	600	609	570	0	0	S
10806	PL36156	24391341	chrom14	10804	L_var_19945	20941709	chr12	9244	I	600	609	570	0	0	S
10807	PL36891	24459696	chrom14	10805	L_var_19947	21004655	chr12	9245	NA	600	609	570	0	0	S
10808	PL36649	24506636	chrom14	10806	L_var_19948	21030729	chr12	9246	Q	600	609	570	0	0	S
10809	PL36272	24525817	chrom14	10807	L_var_19952	21077807	chr12	9248	NA	600	609	570	0	0	S
10810	PL36421	24659952	chrom14	10808	L_var_19953	21178325	chr12	9249	NA	600	609	570	0	0	S
10811	PL36979	24764972	chrom14	10809	L_var_19961	21433893	chr12	9251	I	600	609	570	0	0	S
10812	PL36761	24841215	chrom14	10810	L_var_19958	21342697	chr12	9250	I	600	609	570	0	0	S
10813	PL37126	24849270	chrom14	10811	L_var_19963	21504298	chr12	9252	I	600	609	570	0	0	S
10814	PL37134	24881757	chrom14	10812	L_var_19964	21571308	chr12	9253	NA	600	609	570	0	0	S
10815	PL36182	24974051	chrom14	10813	L_var_19966	21616681	chr12	9254	I	600	609	570	0	0	S
10816	PL36897	24994866	chrom14	10814	L_var_19968	21658132	chr12	9256	D	600	609	570	0	0	S
10817	PL36044	24995437	chrom14	10815	L_var_19967	21651514	chr12	9255	B3	600	609	570	0	0	S
10818	PL36465	25015444	chrom14	10816	L_var_19969	21682180	chr12	9257	NA	600	609	570	0	0	S
10819	PL37282	25054446	chrom14	10817	L_var_19407	3174868	chr12	8953	I	600	609	570	0	0	S
10820	PL36705	25069930	chrom14	10818	L_var_19405	3150686	chr12	8952	M	600	609	570	0	0	S
10821	PL37377	25329050	chrom14	10819	L_var_20041	24262205	chr12	9297	NA	600	609	570	0	0	S
10822	PL36812	25451088	chrom14	10820	L_var_20038	24177808	chr12	9296	NA	600	609	570	0	0	S
10823	PL36921	25488655	chrom14	10821	L_var_20037	24155398	chr12	9295	I	600	609	570	0	0	S
10824	PL37367	25498093	chrom14	10822	L_var_20036	24146061	chr12	9294	I	600	609	570	0	0	S
10825	PL36854	25531453	chrom14	10823	L_var_20035	24113502	chr12	9293	I	600	609	570	0	0	S
10826	PL36085	25559070	chrom14	10824	L_var_20033	24079507	chr12	9292	G	600	609	570	0	0	S
10827	PL36767	25621858	chrom14	10825	L_var_20032	24029804	chr12	9291	I	600	609	570	0	0	S
10828	PL36760	25762681	chrom14	10826	L_var_20028	23882265	chr12	9289	I	600	609	570	0	0	S
10829	PL36265	25848915	chrom14	10827	L_var_20027	23855226	chr12	9288	I	600	609	570	0	0	S
10830	PL36269	25895469	chrom14	10828	L_var_20026	23814751	chr12	9287	NA	600	609	570	0	0	S
10831	PL37143	26008352	chrom14	10829	L_var_20017	23548805	chr12	9286	I	600	609	570	0	0	S
10832	PL36345	26053849	chrom14	10830	L_var_20010	23331923	chr12	9281	I	600	609	570	0	0	S
10833	PL37281	26231896	chrom14	10831	L_var_20011	23450702	chr12	9282	I	600	609	570	0	0	S
10834	PL36362	26271753	chrom14	10832	L_var_20012	23486808	chr12	9283	I	600	609	570	0	0	S
10835	PL36323	26282358	chrom14	10833	L_var_20015	23498284	chr12	9285	NA	600	609	570	0	0	S
10836	PL36578	26289027	chrom14	10834	L_var_20016	23497884	chr12	9284	I	600	609	570	0	0	S
10837	PL37327	26472905	chrom14	10835	L_var_20003	23119835	chr12	9280	I	600	609	570	0	0	S
10838	PL37512	26556930	chrom14	10836	L_var_20000	22946281	chr12	9279	I	600	609	570	0	0	S
10839	PL37404	26604490	chrom14	10837	L_var_19999	22918460	chr12	9278	I	600	609	570	0	0	S
10840	PL36976	26616559	chrom14	10838	L_var_19996	22886243	chr12	9277	I	600	609	570	0	0	S
10841	PL36520	26831156	chrom14	10839	L_var_19995	22741635	chr12	9276	I	600	609	570	0	0	S
10842	PL37219	27051623	chrom14	10840	L_var_19905	19852963	chr12	9220	I	600	609	570	0	0	S
10843	PL36331	27066449	chrom14	10841	L_var_19907	19863314	chr12	9221	I	600	609	570	0	0	S
10844	PL36280	27189242	chrom14	10842	L_var_19903	19701658	chr12	9219	NA	600	609	570	0	0	S
10845	PL36772	27250065	chrom14	10843	L_var_19902	19675866	chr12	9218	I	600	609	570	0	0	S
10846	PL37188	27444123	chrom14	10844	L_var_19901	19647099	chr12	9217	NA	600	609	570	0	0	S
10847	PL36797	27475991	chrom14	10845	L_var_19900	19581060	chr12	9216	NA	600	609	570	0	0	S
10848	PL36435	27589471	chrom14	10846	L_var_19899	19543925	chr12	9215	NA	600	609	570	0	0	S
10849	PL36011	27624385	chrom14	10847	L_var_19898	19529075	chr12	9214	NA	600	609	570	0	0	S
10850	PL37021	27716791	chrom14	10849	L_var_19336	704037	chr12	8919	C1	600	609	570	0	0	S
10851	PL37246	27725427	chrom14	10850	L_var_19341	870989	chr12	8921	NA	600	609	570	0	0	S
10852	PL36126	27774019	chrom14	10851	L_var_19330	643775	chr12	8918	L	600	609	570	0	0	S
10853	PL36453	27788477	chrom14	10852	L_var_19329	620831	chr12	8917	I	600	609	570	0	0	S
10854	PL36570	27819432	chrom14	10853	L_var_19328	602106	chr12	8916	A	600	609	570	0	0	S
10855	PL35993	27861822	chrom14	10854	L_var_19327	580417	chr12	8915	I	600	609	570	0	0	S
10856	PL37226	27949066	chrom14	10855	L_var_19351	1073877	chr12	8922	I	600	609	570	0	0	S
10857	PL36668	27970965	chrom14	10856	L_var_19353	1116740	chr12	8924	I	600	609	570	0	0	S
10858	PL37047	28011794	chrom14	10857	L_var_19354	1146260	chr12	8925	I	600	609	570	0	0	S
10859	PL36588	28279830	chrom14	10859	L_var_20368	35617213	chr12	9526	C1	600	609	570	0	0	S
10860	PL36208	28280221	chrom14	10860	L_var_20366	35588287	chr12	9525	NA	600	609	570	0	0	S
10861	PL36357	28328905	chrom14	10861	L_var_20372	35753419	chr12	9527	Q	600	609	570	0	0	S
10862	PL36931	28499975	chrom14	10862	L_var_19768	14145164	chr12	9138	I	600	609	570	0	0	S
10863	PL36288	28506061	chrom14	10863	L_var_19769	14158933	chr12	9139	I	600	609	570	0	0	S
10864	PL36715	28546079	chrom14	10864	L_var_19772	14294423	chr12	9140	I	600	609	570	0	0	S
10865	PL36113	28680745	chrom14	10865	L_var_19773	14315956	chr12	9141	NA	600	609	570	0	0	S
10866	PL37060	28786487	chrom14	10866	L_var_19775	14383883	chr12	9143	I	600	609	570	0	0	S
10867	PL36725	28892415	chrom14	10867	L_var_19776	14448782	chr12	9144	I	600	609	570	0	0	S
10868	PL36576	28895929	chrom14	10868	L_var_19777	14586124	chr12	9145	NA	600	609	570	0	0	S
10869	PL37409	29023200	chrom14	10869	L_var_19778	14642247	chr12	9146	NA	600	609	570	0	0	S
10870	PL37271	29074898	chrom14	10870	L_var_19779	14698093	chr12	9147	I	600	609	570	0	0	S
10871	PL36508	29079282	chrom14	10871	L_var_19972	21777098	chr12	9260	NA	600	609	570	0	0	S
10872	PL36618	29126283	chrom14	10872	L_var_19971	21758255	chr12	9259	I	600	609	570	0	0	S
10873	PL36305	29179254	chrom14	10873	L_var_19665	11128698	chr12	9089	NA	600	609	570	0	0	S
10874	PL36687	29202063	chrom14	10874	L_var_19663	11116392	chr12	9088	A	600	609	570	0	0	S
10875	PL37463	29308075	chrom14	10875	L_var_19662	11030477	chr12	9087	I	600	609	570	0	0	S
10876	PL37359	29328808	chrom14	10876	L_var_19661	11004102	chr12	9086	NA	600	609	570	0	0	S
10877	PL36883	29364526	chrom14	10877	L_var_19660	10978120	chr12	9085	I	600	609	570	0	0	S
10878	PL36192	29364653	chrom14	10878	L_var_19659	10978080	chr12	9084	I	600	609	570	0	0	S
10879	PL36062	29465643	chrom14	10879	L_var_19658	10934678	chr12	9083	I	600	609	570	0	0	S
10880	PL37380	29503165	chrom14	10880	L_var_19655	10869546	chr12	9082	I	600	609	570	0	0	S
10881	PL36542	29727805	chrom14	10881	L_var_19586	8783778	chr12	9041	I	600	609	570	0	0	S
10882	PL36400	29745474	chrom14	10882	L_var_19588	8810527	chr12	9042	I	600	609	570	0	0	S
10883	PL37099	29768135	chrom14	10883	L_var_19652	10748534	chr12	9079	NA	600	609	570	0	0	S
10884	PL36942	29791976	chrom14	10884	L_var_20132	28168590	chr12	9359	I	600	609	570	0	0	S
10885	PL36197	29857588	chrom14	10885	L_var_20363	35515169	chr12	9524	A	600	609	570	0	0	S
10886	PL36632	29921995	chrom14	10887	L_var_20362	35477661	chr12	9523	I	600	609	570	0	0	S
10887	PL37321	30011191	chrom14	10888	L_var_20360	35449976	chr12	9522	NA	600	609	570	0	0	S
10888	PL37176	30232688	chrom14	10889	L_var_20359	35423902	chr12	9521	I	600	609	570	0	0	S
10889	PL36152	30242830	chrom14	10890	L_var_19613	9481305	chr12	9057	NA	600	609	570	0	0	S
10890	PL36675	30293833	chrom14	10891	L_var_19614	9495435	chr12	9058	NA	600	609	570	0	0	S
10891	PL36306	30510451	chrom14	10893	L_var_19616	9541391	chr12	9059	NA	600	609	570	0	0	S
10892	PL37325	30604598	chrom14	10894	L_var_19617	9557627	chr12	9060	NA	600	609	570	0	0	S
10893	PL36222	30688005	chrom14	10895	L_var_19619	9695153	chr12	9062	I	600	609	570	0	0	S
10894	PL36226	30688396	chrom14	10896	L_var_19618	9689102	chr12	9061	I	600	609	570	0	0	S
10895	PL36237	30932933	chrom14	10897	L_var_19622	9908912	chr12	9063	I	600	609	570	0	0	S
10896	PL36009	31028198	chrom14	10898	L_var_19623	9961720	chr12	9064	I	600	609	570	0	0	S
10897	PL37487	31197315	chrom14	10899	L_var_19624	10060409	chr12	9065	I	600	609	570	0	0	S
10898	PL37285	31210088	chrom14	10900	L_var_19626	10092589	chr12	9066	I	600	609	570	0	0	S
10899	PL37464	31279079	chrom14	10901	L_var_20276	32464317	chr12	9458	I	600	609	570	0	0	S
10900	PL37145	31332186	chrom14	10902	L_var_20277	32488829	chr12	9459	NA	600	609	570	0	0	S
10901	PL36220	31392276	chrom14	10903	L_var_20278	32561635	chr12	9460	NA	600	609	570	0	0	S
10902	PL37395	31491688	chrom14	10904	L_var_20283	32664603	chr12	9462	B2	600	609	570	0	0	S
10903	PL36775	31892777	chrom14	10905	L_var_20085	26296580	chr12	9330	I	600	609	570	0	0	S
10904	PL35998	31948011	chrom14	10907	L_var_20091	26666580	chr12	9332	NA	600	609	570	0	0	S
10905	PL37440	32124477	chrom14	10908	L_var_20092	26788233	chr12	9333	I	600	609	570	0	0	S
10906	PL36104	32141875	chrom14	10909	L_var_20095	26849770	chr12	9334	I	600	609	570	0	0	S
10907	PL36263	32172218	chrom14	10910	L_var_19396	2808094	chr12	8948	I	600	609	570	0	0	S
10908	PL36409	32412637	chrom14	10912	L_var_20100	27101853	chr12	9339	I	600	609	570	0	0	S
10909	PL37426	32453537	chrom14	10913	L_var_20101	27130940	chr12	9340	NA	600	609	570	0	0	S
10910	PL35941	32456605	chrom14	10914	L_var_19402	3039676	chr12	8949	I	600	609	570	0	0	S
10911	PL36341	32581525	chrom14	10915	L_var_20090	26635653	chr12	9331	NA	600	609	570	0	0	S
10912	PL36804	32628149	chrom14	10916	L_var_20099	27089062	chr12	9338	NA	600	609	570	0	0	S
10913	PL36621	32700072	chrom14	10917	L_var_20098	27022781	chr12	9337	I	600	609	570	0	0	S
10914	PL36974	32705626	chrom14	10918	L_var_20097	26987086	chr12	9336	I	600	609	570	0	0	S
10915	PL37456	32815737	chrom14	10919	L_var_20096	26914426	chr12	9335	I	600	609	570	0	0	S
10916	PL37480	32816984	chrom14	10920	L_var_20110	27435846	chr12	9346	NA	600	609	570	0	0	S
10917	PL36273	32857779	chrom14	10921	L_var_20111	27450792	chr12	9347	NA	600	609	570	0	0	S
10918	PL36291	32926280	chrom14	10922	L_var_20112	27465612	chr12	9348	NA	600	609	570	0	0	S
10919	PL36783	33012398	chrom14	10923	L_var_20113	27552324	chr12	9349	I	600	609	570	0	0	S
10920	PL36961	33106592	chrom14	10924	L_var_20114	27565990	chr12	9350	NA	600	609	570	0	0	S
10921	PL37069	33193877	chrom14	10925	L_var_20115	27707185	chr12	9351	NA	600	609	570	0	0	S
10922	PL36732	33219413	chrom14	10926	L_var_19377	2082032	chr12	8938	NA	600	609	570	0	0	S
10923	PL37177	33261354	chrom14	10927	L_var_20117	27743681	chr12	9352	I	600	609	570	0	0	S
10924	PL37014	33354324	chrom14	10928	L_var_20120	27851322	chr12	9353	I	600	609	570	0	0	S
10925	PL36774	33366247	chrom14	10929	L_var_20121	27858104	chr12	9354	NA	600	609	570	0	0	S
10926	PL36125	33515308	chrom14	10930	L_var_20126	28027167	chr12	9355	I	600	609	570	0	0	S
10927	PL36549	33515654	chrom14	10931	L_var_20127	28029890	chr12	9356	I	600	609	570	0	0	S
10928	PL36847	33786019	chrom14	10933	L_var_19627	10132826	chr12	9067	NA	600	609	570	0	0	S
10929	PL36639	33810417	chrom14	10935	L_var_19546	7860292	chr12	9022	I	600	609	570	0	0	S
10930	PL36850	33847618	chrom14	10936	L_var_20221	30825821	chr12	9412	I	600	609	570	0	0	S
10931	PL37491	33848902	chrom14	10937	L_var_20220	30823741	chr12	9411	I	600	609	570	0	0	S
10932	PL36616	33874593	chrom14	10938	L_var_20219	30778029	chr12	9410	NA	600	609	570	0	0	S
10933	PL36524	33919664	chrom14	10939	L_var_20284	32674933	chr12	9463	I	600	609	570	0	0	S
10934	PL37492	33975282	chrom14	10940	L_var_20285	32729728	chr12	9464	I	600	609	570	0	0	S
10935	PL37423	33982433	chrom14	10941	L_var_19710	12169452	chr12	9117	D	600	609	570	0	0	S
10936	PL36073	34020671	chrom14	10942	L_var_19707	12121995	chr12	9116	I	600	609	570	0	0	S
10937	PL36813	34044548	chrom14	10943	L_var_20275	32436702	chr12	9457	NA	600	609	570	0	0	S
10938	PL36815	34100042	chrom14	10944	L_var_20274	32381607	chr12	9456	I	600	609	570	0	0	S
10939	PL36904	34125273	chrom14	10945	L_var_20272	32356537	chr12	9455	I	600	609	570	0	0	S
10940	PL36084	34230907	chrom14	10946	L_var_19378	2122651	chr12	8939	B3	600	609	570	0	0	S
10941	PL36330	34320474	chrom14	10947	L_var_19379	2231753	chr12	8940	P	600	609	570	0	0	S
10942	PL35929	34454163	chrom14	10948	L_var_19380	2402078	chr12	8941	NA	600	609	570	0	0	S
10943	PL36022	34489717	chrom14	10949	L_var_20062	25378986	chr12	9311	I	600	609	570	0	0	S
10944	PL35995	34514178	chrom14	10950	L_var_20063	25405897	chr12	9312	NA	600	609	570	0	0	S
10945	PL35967	34535855	chrom14	10951	L_var_20064	25411734	chr12	9313	I	600	609	570	0	0	S
10946	PL37362	34579806	chrom14	10952	L_var_20065	25484535	chr12	9314	NA	600	609	570	0	0	S
10947	PL36108	34584041	chrom14	10953	L_var_20066	25489454	chr12	9315	I	600	609	570	0	0	S
10948	PL36978	34616475	chrom14	10954	L_var_20067	25524243	chr12	9316	I	600	609	570	0	0	S
10949	PL36498	34629145	chrom14	10955	L_var_20073	25918670	chr12	9321	I	600	609	570	0	0	S
10950	PL36482	34667090	chrom14	10956	L_var_20072	25881359	chr12	9320	I	600	609	570	0	0	S
10951	PL37045	34787684	chrom14	10957	L_var_20070	25606592	chr12	9319	I	600	609	570	0	0	S
10952	PL36146	34926990	chrom14	10958	L_var_20069	25559205	chr12	9318	NA	600	609	570	0	0	S
10953	PL37166	34943317	chrom14	10959	L_var_20068	25551328	chr12	9317	NA	600	609	570	0	0	S
10954	PL36439	34965301	chrom14	10960	L_var_20074	25921895	chr12	9322	NA	600	609	570	0	0	S
10955	PL36121	34997150	chrom14	10961	L_var_20075	25965318	chr12	9323	NA	600	609	570	0	0	S
10956	PL37067	35006416	chrom14	10962	L_var_20078	26021640	chr12	9325	I	600	609	570	0	0	S
10957	PL36569	35017337	chrom14	10963	L_var_20076	25981422	chr12	9324	I	600	609	570	0	0	S
10958	PL36128	35082023	chrom14	10964	L_var_20079	26062270	chr12	9326	E	600	609	570	0	0	S
10959	PL36875	35082169	chrom14	10965	L_var_20080	26062447	chr12	9327	I	600	609	570	0	0	S
10960	PL37277	35118235	chrom14	10966	L_var_20083	26182377	chr12	9328	NA	600	609	570	0	0	S
10961	PL37340	35229568	chrom14	10967	L_var_20084	26222059	chr12	9329	NA	600	609	570	0	0	S
10962	PL36287	35261300	chrom14	10968	L_var_19829	16363677	chr12	9186	I	600	609	570	0	0	S
10963	PL36722	35346075	chrom14	10969	L_var_19832	16469166	chr12	9187	I	600	609	570	0	0	S
10964	PL37308	35534014	chrom14	10970	L_var_19834	16722519	chr12	9188	I	600	609	570	0	0	S
10965	PL37453	35649431	chrom14	10971	L_var_19838	17077710	chr12	9189	NA	600	609	570	0	0	S
10966	PL36730	35802938	chrom14	10972	L_var_20192	29880303	chr12	9389	D	600	609	570	0	0	S
10967	PL36596	35865466	chrom14	10973	L_var_20279	32594478	chr12	9461	NA	600	609	570	0	0	S
10968	PL35979	35925080	chrom14	10974	L_var_20193	29922122	chr12	9390	I	600	609	570	0	0	S
10969	PL37101	35941836	chrom14	10975	L_var_20194	29927316	chr12	9391	I	600	609	570	0	0	S
10970	PL36459	36020615	chrom14	10977	L_var_20332	34403738	chr12	9503	I	600	609	570	0	0	S
10971	PL36805	36109542	chrom14	10978	L_var_19864	17971577	chr12	9207	NA	600	609	570	0	0	S
10972	PL36888	36212966	chrom14	10979	L_var_19862	17834012	chr12	9206	I	600	609	570	0	0	S
10973	PL36262	36299005	chrom14	10980	L_var_19857	17784102	chr12	9204	NA	600	609	570	0	0	S
10974	PL36307	36373720	chrom14	10981	L_var_19850	17632146	chr12	9199	I	600	609	570	0	0	S
10975	PL36844	36393890	chrom14	10982	L_var_19851	17678804	chr12	9200	I	600	609	570	0	0	S
10976	PL37063	36396972	chrom14	10983	L_var_19852	17678845	chr12	9201	I	600	609	570	0	0	S
10977	PL37061	36437638	chrom14	10984	L_var_19853	17706008	chr12	9202	NA	600	609	570	0	0	S
10978	PL37274	36445063	chrom14	10985	L_var_19854	17714350	chr12	9203	NA	600	609	570	0	0	S
10979	PL37089	36483433	chrom14	10987	L_var_19828	16356807	chr12	9185	I	600	609	570	0	0	S
10980	PL37149	36511055	chrom14	10988	L_var_19827	16324288	chr12	9184	NA	600	609	570	0	0	S
10981	PL36892	36513456	chrom14	10989	L_var_19840	17150747	chr12	9190	L	600	609	570	0	0	S
10982	PL36988	36555255	chrom14	10990	L_var_19823	16172204	chr12	9180	N	600	609	570	0	0	S
10983	PL36154	36657456	chrom14	10991	L_var_19824	16229760	chr12	9181	I	600	609	570	0	0	S
10984	PL37013	36661375	chrom14	10992	L_var_19825	16279475	chr12	9182	I	600	609	570	0	0	S
10985	PL37290	36689203	chrom14	10993	L_var_19826	16316691	chr12	9183	I	600	609	570	0	0	S
10986	PL37428	36710752	chrom14	10994	L_var_19841	17170644	chr12	9191	I	600	609	570	0	0	S
10987	PL36990	36728339	chrom14	10995	L_var_19842	17173009	chr12	9192	NA	600	609	570	0	0	S
10988	PL36485	36747136	chrom14	10996	L_var_19843	17192706	chr12	9193	NA	600	609	570	0	0	S
10989	PL36398	36760515	chrom14	10997	L_var_19605	9347505	chr12	9052	A	600	609	570	0	0	S
10990	PL37129	36777845	chrom14	10998	L_var_19606	9368245	chr12	9053	I	600	609	570	0	0	S
10991	PL36304	36867898	chrom14	10999	L_var_20357	35382074	chr12	9520	I	600	609	570	0	0	S
10992	PL36695	12303472	chrom14	10615	L_var_23254	17468669	chr15	10834	NA	600	538	3	0.999999992746941	1	NS
10993	PL36678	27654125	chrom14	10848	L_var_23261	17515066	chr15	10839	NA	600	538	3	0.999999992746941	1	NS
10994	PL36359	36466356	chrom14	10986	L_var_23481	25953379	chr15	10916	I	600	538	3	0.999999992746941	1	NS
10995	PL36565	4668990	chrom14	10462	L_var_24201	14995461	chr16	11361	NA	600	505	3	0.999999971750357	1	NS
10996	PL36055	9160038	chrom14	10549	L_var_24144	12966442	chr16	11336	NA	600	505	3	0.999999971750357	1	NS
10997	PL37466	32296111	chrom14	10911	L_var_24547	25956777	chr16	11518	NA	600	505	3	0.999999971750357	1	NS
10998	PL36082	5443898	chrom14	10478	L_var_25013	8637219	chr17	11751	I	600	445	1	0.999999998660405	1	NS
10999	PL36130	18243562	chrom14	10708	L_var_26878	12059213	chr19	12663	NA	600	334	1	0.999999794827837	1	NS
11000	PL23885	809267	chrom15	11001	L_var_00192	7630307	chr1	38	NA	503	1390	4	1	1	NS
11001	PL24096	7599925	chrom15	11093	L_var_00140	5785050	chr1	18	NA	503	1390	4	1	1	NS
11002	PL24001	31620602	chrom15	11477	L_var_01294	44651406	chr1	613	NA	503	1390	4	1	1	NS
11003	PL25048	33431073	chrom15	11502	L_var_02773	94325921	chr1	1380	NA	503	1390	4	1	1	NS
