s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL16859	11292326	BFL_17	6830	g202018	22990858	scaffold_8	7333	CLGJ	CLGJ
BL16856	11520604	BFL_17	6831	g197051	3035696	scaffold_8	7202	CLGJ	CLGJ
BL16855	11528311	BFL_17	6832	g198864	10113175	scaffold_8	7234	CLGJ	CLGJ
BL17104	11972582	BFL_17	6834	g203505	29018354	scaffold_8	7386	CLGJ	CLGJ
BL17120	12119633	BFL_17	6836	g199115	11326545	scaffold_8	7240	CLGJ	CLGJ
BL17121	12144203	BFL_17	6837	g198064	7231861	scaffold_8	7223	CLGJ	CLGJ
BL17125	12213395	BFL_17	6838	g200438	16676697	scaffold_8	7293	CLGJ	CLGJ
BL17146	12499790	BFL_17	6839	g197097	3234022	scaffold_8	7205	CLGJ	CLGJ
BL17149	12531137	BFL_17	6840	g202821	26276522	scaffold_8	7352	CLGJ	CLGJ
BL17160	12694030	BFL_17	6841	g202495	25230875	scaffold_8	7348	CLGJ	CLGJ
BL17162	12724797	BFL_17	6842	g197660	5611565	scaffold_8	7215	CLGJ	CLGJ
BL17167	12843798	BFL_17	6843	g199165	11559830	scaffold_8	7243	CLGJ	CLGJ
BL17169	12924183	BFL_17	6844	g198388	8370607	scaffold_8	7227	CLGJ	CLGJ
BL17171	12938554	BFL_17	6846	g196467	803931	scaffold_8	7190	CLGJ	CLGJ
BL17173	12973472	BFL_17	6847	g197420	4572278	scaffold_8	7208	CLGJ	CLGJ
BL22660	13579759	BFL_17	6849	g203774	30037017	scaffold_8	7396	CLGJ	CLGJ
BL06844	14038277	BFL_17	6851	g196589	1363501	scaffold_8	7195	CLGJ	CLGJ
BL05729	14081854	BFL_17	6855	g200164	15529731	scaffold_8	7279	CLGJ	CLGJ
BL05730	14087312	BFL_17	6856	g199516	12811981	scaffold_8	7256	CLGJ	CLGJ
BL05731	14123557	BFL_17	6857	g199855	14279465	scaffold_8	7267	CLGJ	CLGJ
BL05737	14245421	BFL_17	6858	g203089	27307749	scaffold_8	7364	CLGJ	CLGJ
BL05752	14556893	BFL_17	6860	g201381	20770006	scaffold_8	7321	CLGJ	CLGJ
BL05759	14792070	BFL_17	6861	g197792	6196438	scaffold_8	7216	CLGJ	CLGJ
BL05765	14940266	BFL_17	6863	g203704	29756405	scaffold_8	7393	CLGJ	CLGJ
BL05766	14950098	BFL_17	6864	g203715	29792906	scaffold_8	7394	CLGJ	CLGJ
BL05767	14963548	BFL_17	6865	g203806	30180355	scaffold_8	7398	CLGJ	CLGJ
BL05773	15022887	BFL_17	6867	g199346	12221385	scaffold_8	7247	CLGJ	CLGJ
BL05791	15298247	BFL_17	6870	g199556	12979278	scaffold_8	7259	CLGJ	CLGJ
BL11413	15680578	BFL_17	6872	g200868	18355309	scaffold_8	7308	CLGJ	CLGJ
BL11404	15823503	BFL_17	6875	g198050	7202321	scaffold_8	7222	CLGJ	CLGJ
BL11403	15846842	BFL_17	6876	g197086	3185549	scaffold_8	7203	CLGJ	CLGJ
BL11402	15868999	BFL_17	6877	g201617	21578136	scaffold_8	7327	CLGJ	CLGJ
BL11433	16286714	BFL_17	6881	g201019	19094758	scaffold_8	7314	CLGJ	CLGJ
BL11440	16331701	BFL_17	6883	g198173	7593937	scaffold_8	7225	CLGJ	CLGJ
BL11448	16489820	BFL_17	6884	g199687	13551382	scaffold_8	7261	CLGJ	CLGJ
BL11450	16524773	BFL_17	6885	g203045	27163624	scaffold_8	7362	CLGJ	CLGJ
BL11458	16804325	BFL_17	6886	g196509	1032842	scaffold_8	7193	CLGJ	CLGJ
BL11463	16827438	BFL_17	6887	g198868	10128637	scaffold_8	7235	CLGJ	CLGJ
BL25707	16878155	BFL_17	6888	g204187	32118371	scaffold_8	7412	CLGJ	CLGJ
BL25703	17039083	BFL_17	6889	g198383	8333441	scaffold_8	7226	CLGJ	CLGJ
BL25695	17245223	BFL_17	6892	g202186	23751245	scaffold_8	7340	CLGJ	CLGJ
BL25681	17313315	BFL_17	6893	g202187	23759408	scaffold_8	7341	CLGJ	CLGJ
BL25679	17324453	BFL_17	6894	g202193	23798384	scaffold_8	7342	CLGJ	CLGJ
BL20774	17605410	BFL_17	6896	g201017	19070682	scaffold_8	7313	CLGJ	CLGJ
BL20773	17623388	BFL_17	6897	g200261	16005537	scaffold_8	7286	CLGJ	CLGJ
BL20772	17639398	BFL_17	6898	g200025	14959948	scaffold_8	7271	CLGJ	CLGJ
BL20764	17813701	BFL_17	6900	g202886	26596014	scaffold_8	7357	CLGJ	CLGJ
BL20759	17889506	BFL_17	6902	g198621	9045484	scaffold_8	7228	CLGJ	CLGJ
BL20758	17923884	BFL_17	6903	g196477	858893	scaffold_8	7191	CLGJ	CLGJ
BL20755	17950638	BFL_17	6905	g196627	1488880	scaffold_8	7198	CLGJ	CLGJ
BL20752	17989150	BFL_17	6906	g199631	13261791	scaffold_8	7260	CLGJ	CLGJ
BL06752	18909704	BFL_17	6907	g203176	27723855	scaffold_8	7372	CLGJ	CLGJ
BL06754	18930313	BFL_17	6908	g200995	18944674	scaffold_8	7311	CLGJ	CLGJ
BL06764	19011105	BFL_17	6909	g200515	16903776	scaffold_8	7300	CLGJ	CLGJ
BL06771	19063505	BFL_17	6910	g197516	5011809	scaffold_8	7211	CLGJ	CLGJ
BL06776	19101706	BFL_17	6911	g198715	9446672	scaffold_8	7229	CLGJ	CLGJ
BL06778	19111801	BFL_17	6912	g199135	11440054	scaffold_8	7242	CLGJ	CLGJ
BL17832	7099513	BFL_17	6777	g178279	10555880	scaffold_6	7462	CLGJ	CLGJ
BL17631	11009427	BFL_17	6825	g180117	18058406	scaffold_6	7510	CLGJ	CLGJ
BL11431	16271605	BFL_17	6880	g177939	9145634	scaffold_6	7453	CLGJ	CLGJ
BL03379	934815	BFL_16	6921	g99166	49108636	scaffold_18	578	CLGB	CLGB
BL19487	6691005	BFL_16	6982	g100607	55351302	scaffold_18	646	CLGB	CLGB
BL11264	8061750	BFL_16	6998	g93650	21920245	scaffold_18	221	CLGB	CLGB
BL11391	10942764	BFL_16	7047	g95642	31858998	scaffold_18	351	CLGB	CLGB
BL10563	14382580	BFL_16	7107	g96125	34325160	scaffold_18	391	CLGB	CLGB
BL19789	16272105	BFL_16	7123	g94101	23915333	scaffold_18	255	CLGB	CLGB
BL03391	664210	BFL_16	6915	g138998	54371088	scaffold_2	1256	CLGB	CLGB
BL03389	712350	BFL_16	6917	g138648	52833602	scaffold_2	1243	CLGB	CLGB
BL03387	810965	BFL_16	6918	g129159	8271749	scaffold_2	767	CLGB	CLGB
BL03385	841129	BFL_16	6919	g138147	50493205	scaffold_2	1216	CLGB	CLGB
BL03380	915367	BFL_16	6920	g138406	51674284	scaffold_2	1229	CLGB	CLGB
BL03377	946822	BFL_16	6922	g138158	50526549	scaffold_2	1217	CLGB	CLGB
BL03364	1241631	BFL_16	6923	g132761	25881984	scaffold_2	966	CLGB	CLGB
BL03361	1323865	BFL_16	6924	g133458	30805428	scaffold_2	999	CLGB	CLGB
BL03358	1398016	BFL_16	6925	g133472	30850532	scaffold_2	1000	CLGB	CLGB
BL03357	1412107	BFL_16	6926	g138564	52370750	scaffold_2	1237	CLGB	CLGB
BL03356	1427964	BFL_16	6927	g132967	27107992	scaffold_2	976	CLGB	CLGB
BL11025	3136000	BFL_16	6932	g128931	7334668	scaffold_2	755	CLGB	CLGB
BL11046	3692816	BFL_16	6936	g131079	17403772	scaffold_2	873	CLGB	CLGB
BL11055	3870449	BFL_16	6939	g136770	44815139	scaffold_2	1156	CLGB	CLGB
BL11062	4119810	BFL_16	6940	g138635	52783975	scaffold_2	1241	CLGB	CLGB
BL11064	4164196	BFL_16	6941	g128351	4492598	scaffold_2	727	CLGB	CLGB
BL11069	4265735	BFL_16	6942	g129767	11411856	scaffold_2	803	CLGB	CLGB
BL11073	4305108	BFL_16	6944	g135219	38878934	scaffold_2	1093	CLGB	CLGB
BL11077	4384988	BFL_16	6945	g138607	52629736	scaffold_2	1240	CLGB	CLGB
BL11083	4463670	BFL_16	6947	g132245	23238886	scaffold_2	929	CLGB	CLGB
BL11087	4529784	BFL_16	6948	g138027	49866474	scaffold_2	1206	CLGB	CLGB
BL11088	4573938	BFL_16	6949	g138026	49866278	scaffold_2	1205	CLGB	CLGB
BL11093	4672867	BFL_16	6952	g138083	50119646	scaffold_2	1212	CLGB	CLGB
BL11097	4822075	BFL_16	6954	g137329	46975787	scaffold_2	1185	CLGB	CLGB
BL11103	5029000	BFL_16	6955	g128410	4843324	scaffold_2	733	CLGB	CLGB
BL11112	5106070	BFL_16	6957	g132564	25027567	scaffold_2	948	CLGB	CLGB
BL11114	5166646	BFL_16	6958	g129239	8679053	scaffold_2	773	CLGB	CLGB
BL11127	5439463	BFL_16	6960	g136834	44985843	scaffold_2	1160	CLGB	CLGB
BL11128	5458448	BFL_16	6961	g136838	44995168	scaffold_2	1161	CLGB	CLGB
BL11130	5477899	BFL_16	6962	g138289	51070340	scaffold_2	1224	CLGB	CLGB
BL11133	5523144	BFL_16	6963	g132162	22713399	scaffold_2	923	CLGB	CLGB
BL11134	5550915	BFL_16	6964	g136881	45161276	scaffold_2	1162	CLGB	CLGB
BL11144	5685592	BFL_16	6966	g130315	13925284	scaffold_2	831	CLGB	CLGB
BL11148	5721348	BFL_16	6968	g133024	27499123	scaffold_2	980	CLGB	CLGB
BL11151	5779365	BFL_16	6969	g138045	49939965	scaffold_2	1209	CLGB	CLGB
BL11157	5923158	BFL_16	6970	g138896	53864675	scaffold_2	1249	CLGB	CLGB
BL11159	5948997	BFL_16	6971	g138043	49919683	scaffold_2	1208	CLGB	CLGB
BL11161	5962562	BFL_16	6972	g139127	55047588	scaffold_2	1260	CLGB	CLGB
BL11168	6117916	BFL_16	6973	g128367	4566569	scaffold_2	730	CLGB	CLGB
BL11173	6211109	BFL_16	6974	g129716	11030038	scaffold_2	797	CLGB	CLGB
BL11174	6219876	BFL_16	6975	g129719	11042057	scaffold_2	798	CLGB	CLGB
BL11185	6344569	BFL_16	6976	g131206	17841329	scaffold_2	876	CLGB	CLGB
BL11226	7108943	BFL_16	6984	g136273	43052690	scaffold_2	1145	CLGB	CLGB
BL11240	7424970	BFL_16	6989	g129191	8471070	scaffold_2	769	CLGB	CLGB
BL11241	7467886	BFL_16	6990	g132839	26279503	scaffold_2	971	CLGB	CLGB
BL11245	7532194	BFL_16	6991	g132973	27159788	scaffold_2	977	CLGB	CLGB
BL11246	7551056	BFL_16	6992	g129192	8489449	scaffold_2	770	CLGB	CLGB
BL11247	7632283	BFL_16	6993	g137666	48486505	scaffold_2	1199	CLGB	CLGB
BL11250	7727594	BFL_16	6994	g128479	5207700	scaffold_2	736	CLGB	CLGB
BL11255	7819301	BFL_16	6996	g137825	48986335	scaffold_2	1202	CLGB	CLGB
BL11260	8032947	BFL_16	6997	g138482	52013406	scaffold_2	1235	CLGB	CLGB
BL11270	8157034	BFL_16	6999	g131361	18520204	scaffold_2	886	CLGB	CLGB
BL11284	8505783	BFL_16	7001	g132805	26115131	scaffold_2	970	CLGB	CLGB
BL11285	8518427	BFL_16	7002	g138309	51141680	scaffold_2	1225	CLGB	CLGB
BL11286	8550479	BFL_16	7003	g131652	19996334	scaffold_2	901	CLGB	CLGB
BL11288	8669737	BFL_16	7004	g138936	54042489	scaffold_2	1254	CLGB	CLGB
BL11292	8722597	BFL_16	7005	g136893	45218000	scaffold_2	1163	CLGB	CLGB
BL11295	8749097	BFL_16	7007	g129765	11394471	scaffold_2	802	CLGB	CLGB
BL11300	8796645	BFL_16	7008	g136738	44698651	scaffold_2	1154	CLGB	CLGB
BL11301	8812331	BFL_16	7009	g132164	22715674	scaffold_2	924	CLGB	CLGB
BL11305	8882802	BFL_16	7010	g137388	47299739	scaffold_2	1191	CLGB	CLGB
BL11313	9108053	BFL_16	7011	g136286	43091258	scaffold_2	1146	CLGB	CLGB
BL11315	9120647	BFL_16	7012	g137386	47280797	scaffold_2	1190	CLGB	CLGB
BL11317	9140470	BFL_16	7014	g129142	8221151	scaffold_2	765	CLGB	CLGB
BL11318	9147098	BFL_16	7015	g129147	8231752	scaffold_2	766	CLGB	CLGB
BL11319	9156516	BFL_16	7016	g132284	23379661	scaffold_2	931	CLGB	CLGB
BL11320	9161475	BFL_16	7017	g138042	49917024	scaffold_2	1207	CLGB	CLGB
BL11323	9178091	BFL_16	7018	g130325	13948535	scaffold_2	832	CLGB	CLGB
BL11324	9190243	BFL_16	7019	g139114	55007424	scaffold_2	1259	CLGB	CLGB
BL11338	9819214	BFL_16	7023	g132788	26034164	scaffold_2	969	CLGB	CLGB
BL11339	9823461	BFL_16	7024	g138637	52805304	scaffold_2	1242	CLGB	CLGB
BL11341	9861104	BFL_16	7025	g138016	49822837	scaffold_2	1204	CLGB	CLGB
BL11344	9892310	BFL_16	7026	g134853	37419937	scaffold_2	1068	CLGB	CLGB
BL11347	9926056	BFL_16	7028	g138324	51256463	scaffold_2	1227	CLGB	CLGB
BL11348	9930426	BFL_16	7029	g138326	51259078	scaffold_2	1228	CLGB	CLGB
BL11351	9985882	BFL_16	7030	g137253	46639413	scaffold_2	1181	CLGB	CLGB
BL11356	10073501	BFL_16	7031	g133016	27439209	scaffold_2	979	CLGB	CLGB
BL11365	10323155	BFL_16	7032	g133382	30128190	scaffold_2	996	CLGB	CLGB
BL11369	10477509	BFL_16	7033	g133341	29658012	scaffold_2	995	CLGB	CLGB
BL11371	10574764	BFL_16	7034	g133318	29278633	scaffold_2	994	CLGB	CLGB
BL11372	10621692	BFL_16	7035	g133307	29093537	scaffold_2	993	CLGB	CLGB
BL11374	10636048	BFL_16	7036	g133293	28829573	scaffold_2	992	CLGB	CLGB
BL11378	10785217	BFL_16	7040	g129091	8005658	scaffold_2	760	CLGB	CLGB
BL11382	10847208	BFL_16	7043	g131612	19790382	scaffold_2	899	CLGB	CLGB
BL11388	10897559	BFL_16	7045	g139028	54594549	scaffold_2	1257	CLGB	CLGB
BL11389	10916226	BFL_16	7046	g128413	4854678	scaffold_2	734	CLGB	CLGB
BL11393	10974642	BFL_16	7048	g136821	44939099	scaffold_2	1159	CLGB	CLGB
BL11396	11039168	BFL_16	7050	g138453	51880170	scaffold_2	1232	CLGB	CLGB
BL11399	11077834	BFL_16	7051	g132218	23034254	scaffold_2	925	CLGB	CLGB
BL10737	11148078	BFL_16	7054	g137427	47517337	scaffold_2	1192	CLGB	CLGB
BL10724	11462359	BFL_16	7057	g137241	46576281	scaffold_2	1178	CLGB	CLGB
BL10721	11484436	BFL_16	7058	g137314	46884649	scaffold_2	1184	CLGB	CLGB
BL10719	11522770	BFL_16	7059	g137243	46604155	scaffold_2	1179	CLGB	CLGB
BL10718	11531335	BFL_16	7060	g137244	46605846	scaffold_2	1180	CLGB	CLGB
BL10717	11541810	BFL_16	7061	g131223	17915474	scaffold_2	877	CLGB	CLGB
BL10701	11721888	BFL_16	7063	g128522	5356492	scaffold_2	737	CLGB	CLGB
BL10699	11745729	BFL_16	7064	g132780	25987748	scaffold_2	968	CLGB	CLGB
BL10672	12417051	BFL_16	7066	g133532	31200238	scaffold_2	1002	CLGB	CLGB
BL10669	12464675	BFL_16	7067	g138131	50413855	scaffold_2	1213	CLGB	CLGB
BL10667	12485119	BFL_16	7069	g137261	46653792	scaffold_2	1182	CLGB	CLGB
BL10663	12523415	BFL_16	7071	g137816	48921816	scaffold_2	1201	CLGB	CLGB
BL10661	12537318	BFL_16	7073	g130820	16092441	scaffold_2	868	CLGB	CLGB
BL10660	12540083	BFL_16	7074	g130827	16148696	scaffold_2	869	CLGB	CLGB
BL10659	12565666	BFL_16	7075	g133027	27510296	scaffold_2	981	CLGB	CLGB
BL10658	12602014	BFL_16	7076	g137808	48897772	scaffold_2	1200	CLGB	CLGB
BL10657	12616764	BFL_16	7077	g133287	28798027	scaffold_2	991	CLGB	CLGB
BL10655	12638127	BFL_16	7079	g136707	44573683	scaffold_2	1153	CLGB	CLGB
BL10648	12745964	BFL_16	7081	g136746	44721877	scaffold_2	1155	CLGB	CLGB
BL10646	12758370	BFL_16	7083	g138917	53937690	scaffold_2	1252	CLGB	CLGB
BL10640	12850080	BFL_16	7084	g137381	47260554	scaffold_2	1189	CLGB	CLGB
BL10633	13015123	BFL_16	7085	g134177	34133040	scaffold_2	1039	CLGB	CLGB
BL10632	13022508	BFL_16	7086	g131613	19791255	scaffold_2	900	CLGB	CLGB
BL10626	13089387	BFL_16	7087	g137118	46108798	scaffold_2	1171	CLGB	CLGB
BL10622	13131971	BFL_16	7088	g128404	4788535	scaffold_2	732	CLGB	CLGB
BL10621	13156847	BFL_16	7089	g138311	51180610	scaffold_2	1226	CLGB	CLGB
BL10620	13165538	BFL_16	7090	g129035	7856343	scaffold_2	759	CLGB	CLGB
BL10619	13169510	BFL_16	7091	g129031	7844777	scaffold_2	758	CLGB	CLGB
BL10618	13250561	BFL_16	7092	g129748	11301057	scaffold_2	799	CLGB	CLGB
BL10611	13345223	BFL_16	7093	g129763	11386517	scaffold_2	801	CLGB	CLGB
BL10609	13364981	BFL_16	7094	g128361	4540383	scaffold_2	728	CLGB	CLGB
BL10608	13382442	BFL_16	7095	g136796	44882821	scaffold_2	1158	CLGB	CLGB
BL10606	13438386	BFL_16	7096	g132098	22350659	scaffold_2	922	CLGB	CLGB
BL10600	13608480	BFL_16	7097	g128290	4191540	scaffold_2	726	CLGB	CLGB
BL10598	13636118	BFL_16	7098	g131946	21606191	scaffold_2	915	CLGB	CLGB
BL10597	13642734	BFL_16	7099	g133487	30901313	scaffold_2	1001	CLGB	CLGB
BL10590	13718433	BFL_16	7101	g131963	21675357	scaffold_2	918	CLGB	CLGB
BL10588	13753773	BFL_16	7102	g135223	38911395	scaffold_2	1094	CLGB	CLGB
BL10584	13921669	BFL_16	7103	g136298	43122088	scaffold_2	1147	CLGB	CLGB
BL10581	14042734	BFL_16	7104	g137089	46003323	scaffold_2	1170	CLGB	CLGB
BL10569	14207066	BFL_16	7106	g138286	51023177	scaffold_2	1223	CLGB	CLGB
BL19862	14551124	BFL_16	7108	g128461	5093910	scaffold_2	735	CLGB	CLGB
BL19860	14587092	BFL_16	7109	g137206	46452470	scaffold_2	1175	CLGB	CLGB
BL19856	14692308	BFL_16	7110	g129188	8423503	scaffold_2	768	CLGB	CLGB
BL19855	14721364	BFL_16	7111	g132239	23203726	scaffold_2	928	CLGB	CLGB
BL19834	15267327	BFL_16	7113	g129108	8093700	scaffold_2	761	CLGB	CLGB
BL19833	15486547	BFL_16	7114	g132689	25527741	scaffold_2	962	CLGB	CLGB
BL19831	15523460	BFL_16	7115	g137303	46842002	scaffold_2	1183	CLGB	CLGB
BL19830	15545028	BFL_16	7116	g129786	11502864	scaffold_2	805	CLGB	CLGB
BL19829	15690242	BFL_16	7117	g136930	45333006	scaffold_2	1164	CLGB	CLGB
BL19813	15973076	BFL_16	7118	g132848	26304177	scaffold_2	972	CLGB	CLGB
BL19801	16125999	BFL_16	7119	g136240	42929221	scaffold_2	1141	CLGB	CLGB
BL19800	16156512	BFL_16	7120	g136249	42958255	scaffold_2	1142	CLGB	CLGB
BL19799	16165152	BFL_16	7121	g137006	45730798	scaffold_2	1169	CLGB	CLGB
BL19792	16223012	BFL_16	7122	g133440	30728727	scaffold_2	997	CLGB	CLGB
BL19788	16319769	BFL_16	7124	g137358	47118475	scaffold_2	1187	CLGB	CLGB
BL19784	16479394	BFL_16	7125	g130334	13974610	scaffold_2	834	CLGB	CLGB
BL19781	16511050	BFL_16	7127	g138448	51856060	scaffold_2	1231	CLGB	CLGB
BL19773	16717650	BFL_16	7128	g138138	50453174	scaffold_2	1215	CLGB	CLGB
BL25048	17174323	BFL_16	7131	g132381	23933615	scaffold_2	936	CLGB	CLGB
BL25050	17266528	BFL_16	7132	g137625	48360182	scaffold_2	1196	CLGB	CLGB
BL25059	17353027	BFL_16	7135	g136957	45492997	scaffold_2	1165	CLGB	CLGB
BL25060	17359266	BFL_16	7136	g136959	45523351	scaffold_2	1166	CLGB	CLGB
BL25064	17466701	BFL_16	7137	g130346	14004731	scaffold_2	836	CLGB	CLGB
BL25067	17490376	BFL_16	7138	g134804	37117112	scaffold_2	1066	CLGB	CLGB
BL25070	17503068	BFL_16	7139	g134805	37122302	scaffold_2	1067	CLGB	CLGB
BL25075	17567528	BFL_16	7141	g131157	17635590	scaffold_2	874	CLGB	CLGB
BL25077	17588071	BFL_16	7142	g131175	17701725	scaffold_2	875	CLGB	CLGB
BL25080	17650599	BFL_16	7143	g136782	44846921	scaffold_2	1157	CLGB	CLGB
BL25104	17979553	BFL_16	7145	g129138	8198977	scaffold_2	764	CLGB	CLGB
BL00492	18339886	BFL_16	7146	g133577	31466290	scaffold_2	1005	CLGB	CLGB
BL04146	18548251	BFL_16	7148	g133446	30760300	scaffold_2	998	CLGB	CLGB
BL04150	18588138	BFL_16	7149	g138601	52589565	scaffold_2	1239	CLGB	CLGB
BL04154	18670095	BFL_16	7150	g138924	53962793	scaffold_2	1253	CLGB	CLGB
BL08860	18782967	BFL_16	7151	g138428	51786000	scaffold_2	1230	CLGB	CLGB
BL08851	18903661	BFL_16	7152	g133569	31426241	scaffold_2	1004	CLGB	CLGB
BL08849	18965490	BFL_16	7153	g133567	31406834	scaffold_2	1003	CLGB	CLGB
BL11190	6435538	BFL_16	6977	g157656	19102540	scaffold_4	1546	CLGB	CLGB
BL10650	12720632	BFL_16	7080	g160981	35756808	scaffold_4	1763	CLGB	CLGB
BL03355	1463099	BFL_16	6928	g72116	23515940	scaffold_16	2253	CLGB	CLGB
BL11195	6466519	BFL_16	6978	g69672	11081364	scaffold_16	2104	CLGB	CLGB
BL11325	9195062	BFL_16	7020	g76804	45890772	scaffold_16	2516	CLGB	CLGB
BL10647	12750963	BFL_16	7082	g69841	12070672	scaffold_16	2117	CLGB	CLGB
BL11384	10867693	BFL_16	7044	g103288	4128633	scaffold_19	2577	CLGB	CLGB
BL25057	17345727	BFL_16	7134	g104528	9223619	scaffold_19	2628	CLGB	CLGB
BL11346	9914186	BFL_16	7027	g14094	3827999	scaffold_11	3113	CLGB	CLGB
BL10738	11140937	BFL_16	7053	g16191	14126666	scaffold_11	3204	CLGB	CLGB
BL10715	11573195	BFL_16	7062	g16613	16074831	scaffold_11	3224	CLGB	CLGB
BL08847	18997287	BFL_16	7154	g13343	259816	scaffold_11	3085	CLGB	CLGB
BL11024	3134896	BFL_16	6931	g185158	2016231	scaffold_7	3504	CLGB	CLGB
BL11379	10792401	BFL_16	7041	g185897	5981251	scaffold_7	3554	CLGB	CLGB
BL10668	12472389	BFL_16	7068	g187953	15294735	scaffold_7	3646	CLGB	CLGB
BL25074	17549676	BFL_16	7140	g191801	33456781	scaffold_7	3855	CLGB	CLGB
BL08846	19004364	BFL_16	7155	g187815	14766160	scaffold_7	3642	CLGB	CLGB
BL10593	13691103	BFL_16	7100	g10145	36617906	scaffold_10	4303	CLGB	CLGB
BL11042	3651794	BFL_16	6935	g85026	26504130	scaffold_17	4637	CLGB	CLGB
BL11079	4437463	BFL_16	6946	g80995	7576665	scaffold_17	4438	CLGB	CLGB
BL11196	6481642	BFL_16	6979	g82741	15330529	scaffold_17	4506	CLGB	CLGB
BL11316	9130788	BFL_16	7013	g85024	26501433	scaffold_17	4636	CLGB	CLGB
BL11395	11014589	BFL_16	7049	g82729	15308492	scaffold_17	4505	CLGB	CLGB
BL25096	17834280	BFL_16	7144	g81332	8800426	scaffold_17	4446	CLGB	CLGB
BL03390	682058	BFL_16	6916	g150397	35419828	scaffold_3	5106	CLGB	CLGB
BL11051	3791426	BFL_16	6937	g145915	15961553	scaffold_3	4928	CLGB	CLGB
BL11091	4632858	BFL_16	6950	g146982	20599041	scaffold_3	4970	CLGB	CLGB
BL11115	5203320	BFL_16	6959	g151497	40141491	scaffold_3	5146	CLGB	CLGB
BL11200	6553754	BFL_16	6980	g147450	22591922	scaffold_3	4989	CLGB	CLGB
BL11205	6661890	BFL_16	6981	g148008	24999342	scaffold_3	5009	CLGB	CLGB
BL11227	7116824	BFL_16	6985	g149927	33338073	scaffold_3	5081	CLGB	CLGB
BL11236	7290076	BFL_16	6987	g151851	41348707	scaffold_3	5154	CLGB	CLGB
BL11237	7340720	BFL_16	6988	g150210	34776397	scaffold_3	5095	CLGB	CLGB
BL11333	9321697	BFL_16	7021	g142745	529704	scaffold_3	4796	CLGB	CLGB
BL11334	9505960	BFL_16	7022	g149682	32226029	scaffold_3	5069	CLGB	CLGB
BL11381	10817016	BFL_16	7042	g151420	39816899	scaffold_3	5145	CLGB	CLGB
BL10725	11441376	BFL_16	7056	g144562	9491992	scaffold_3	4865	CLGB	CLGB
BL10656	12623090	BFL_16	7078	g152333	43172525	scaffold_3	5175	CLGB	CLGB
BL10578	14069711	BFL_16	7105	g146241	17598857	scaffold_3	4941	CLGB	CLGB
BL25052	17300730	BFL_16	7133	g148110	25443722	scaffold_3	5016	CLGB	CLGB
BL03323	330388	BFL_16	6914	g61724	20088790	scaffold_15	5375	CLGB	CLGB
BL11094	4702888	BFL_16	6953	g64838	34726644	scaffold_15	5563	CLGB	CLGB
BL11375	10718529	BFL_16	7037	g62164	22249256	scaffold_15	5400	CLGB	CLGB
BL11377	10777153	BFL_16	7039	g58005	4504534	scaffold_15	5221	CLGB	CLGB
BL10688	12030539	BFL_16	7065	g65598	38139057	scaffold_15	5605	CLGB	CLGB
BL19783	16484721	BFL_16	7126	g66218	40993867	scaffold_15	5642	CLGB	CLGB
BL11070	4277510	BFL_16	6943	g115261	8315101	scaffold_1	5754	CLGB	CLGB
BL11145	5711634	BFL_16	6967	g118878	23514442	scaffold_1	5915	CLGB	CLGB
BL11235	7257641	BFL_16	6986	g114831	6506643	scaffold_1	5737	CLGB	CLGB
BL10665	12514341	BFL_16	7070	g113083	22786	scaffold_1	5664	CLGB	CLGB
BL10662	12533542	BFL_16	7072	g117248	16176649	scaffold_1	5826	CLGB	CLGB
BL19771	16832191	BFL_16	7129	g120435	31116456	scaffold_1	5965	CLGB	CLGB
BL23027	18489652	BFL_16	7147	g118022	19480418	scaffold_1	5874	CLGB	CLGB
BL11026	3163150	BFL_16	6933	g48464	5878196	scaffold_14	6055	CLGB	CLGB
BL11223	6975029	BFL_16	6983	g49803	11510537	scaffold_14	6075	CLGB	CLGB
BL11376	10772325	BFL_16	7038	g56228	38993726	scaffold_14	6193	CLGB	CLGB
BL11015	2823505	BFL_16	6930	g168930	15413177	scaffold_5	6300	CLGB	CLGB
BL11281	8486056	BFL_16	7000	g172011	29623883	scaffold_5	6431	CLGB	CLGB
BL10739	11120438	BFL_16	7052	g165802	2110755	scaffold_5	6208	CLGB	CLGB
BL03332	1915747	BFL_16	6929	g29636	18899890	scaffold_12	6617	CLGB	CLGB
BL11027	3169024	BFL_16	6934	g31361	26531317	scaffold_12	6685	CLGB	CLGB
BL19836	15226750	BFL_16	7112	g31906	28526571	scaffold_12	6714	CLGB	CLGB
BL11111	5100767	BFL_16	6956	g214743	34508348	scaffold_9	7041	CLGB	CLGB
BL03311	188827	BFL_16	6913	g203489	28931525	scaffold_8	7384	CLGB	CLGB
BL11136	5575668	BFL_16	6965	g202869	26513526	scaffold_8	7354	CLGB	CLGB
BL11293	8740743	BFL_16	7006	g201397	20822044	scaffold_8	7323	CLGB	CLGB
BL10729	11403624	BFL_16	7055	g202393	24694893	scaffold_8	7344	CLGB	CLGB
BL11052	3798572	BFL_16	6938	g180688	20557069	scaffold_6	7529	CLGB	CLGB
BL04594	317872	BFL_18	7160	g95533	31223866	scaffold_18	343	CLGB	CLGB
BL04572	885213	BFL_18	7165	g98127	44337450	scaffold_18	506	CLGB	CLGB
